TrackIDTRACK_DURATION(TIME) TRACK_START(TIME) TRACK_STOP(TIME) TRACK_DISPLACEMENT(LENGTH) TRACK_MEAN_SPEED(VELOCITY) TRACK_MAX_SPEED(VELOCITY) TRACK_MIN_SPEED(VELOCITY) TRACK_MEDIAN_SPEED(VELOCITY) TRACK_STD_SPEED(VELOCITY) NUMBER_SPOTS(NONE) NUMBER_GAPS(NONE) LONGEST_GAP(NONE) NUMBER_SPLITS(NONE) NUMBER_MERGES(NONE) NUMBER_COMPLEX(NONE) TRACK_INDEX(NONE) TRACK_ID(NONE) TRACK_X_LOCATION(POSITION) TRACK_Y_LOCATION(POSITION) TRACK_Z_LOCATION(POSITION) TRACK_MEAN_QUALITY(QUALITY) TRACK_MAX_QUALITY(QUALITY) TRACK_MIN_QUALITY(QUALITY) TRACK_MEDIAN_QUALITY(QUALITY) TRACK_STD_QUALITY(QUALITY) 
0 0.133340969682 0.0 0.133340969682 3.19972697083 23.9965779345 23.9965779345 23.9965779345 23.9965779345 nan 2 0 0 0 0 0 0 0 77.8940435919 67.9959272408 0.0 42.7725372314 43.6292724609 41.915802002 43.6292724609 0.856735229492 
1 0.133340969682 0.0 0.133340969682 2.95100023018 22.1312342127 22.1312342127 22.1312342127 22.1312342127 nan 2 0 0 0 0 0 1 1 93.0700072595 211.677516511 0.0 73.7814788818 74.5101928711 73.0527648926 74.5101928711 0.728713989258 
2 0.133340969682 0.0 0.133340969682 4.09202428494 30.6884245308 30.6884245308 30.6884245308 30.6884245308 nan 2 0 0 0 0 0 2 2 81.676489996 68.0936638319 0.0 52.0708770752 62.5670166016 41.5747375488 62.5670166016 10.4961395264 
3 0.133340969682 0.0 0.133340969682 1.72883833923 12.9655449736 12.9655449736 12.9655449736 12.9655449736 nan 2 0 0 0 0 0 3 3 14.3134931072 70.1115275975 0.0 55.9197235107 56.8277740479 55.0116729736 56.8277740479 0.908050537109 
4 0.133340969682 0.0 0.133340969682 3.11105708707 23.3315918918 23.3315918918 23.3315918918 23.3315918918 nan 2 0 0 0 0 0 4 4 82.7370630694 212.884050519 0.0 47.0307769775 49.0889282227 44.9726257324 49.0889282227 2.05815124512 
5 0.133340969682 0.0 0.133340969682 3.87963482822 29.0955948309 29.0955948309 29.0955948309 29.0955948309 nan 2 0 0 0 0 0 5 5 16.3286511369 214.50644868 0.0 48.0204925537 50.0257720947 46.0152130127 50.0257720947 2.00527954102 
6 0.400022909045 0.0 0.400022909045 5.1501981548 13.2164550111 13.9237851697 12.5091248524 13.9237851697 1.00031590344 3 1 1 0 0 0 6 6 60.3179461581 71.5277142187 0.0 48.2122344971 50.5755157471 46.3350830078 47.7261047363 1.76494741418 
7 0.133340969682 0.0 0.133340969682 4.08448727262 30.6319001757 30.6319001757 30.6319001757 30.6319001757 nan 2 0 0 0 0 0 7 7 71.6187201258 73.4037499379 0.0 51.8132553101 53.4752960205 50.1512145996 53.4752960205 1.66204071045 
8 0.133340969682 0.0 0.133340969682 3.49249675408 26.1922255584 26.1922255584 26.1922255584 26.1922255584 nan 2 0 0 0 0 0 8 8 21.9640338403 82.1881793551 0.0 62.4953536987 63.591506958 61.3992004395 63.591506958 1.09615325928 
9 0.133340969682 0.0 0.133340969682 2.51802705164 18.8841213443 18.8841213443 18.8841213443 18.8841213443 nan 2 0 0 0 0 0 9 9 30.7898234427 86.1210536349 0.0 49.7576599121 50.8291473389 48.6861724854 50.8291473389 1.07148742676 
10 7.20041236281 0.0 7.20041236281 25.7184579778 5.064194348 11.9397382743 1.24083728698 5.08587974307 2.2625239313 52 3 1 0 0 0 10 10 4.24026062118 80.5967182985 0.0 58.1013811552 84.9629364014 32.8300628662 59.6815185547 10.0957007593 
11 0.133340969682 0.0 0.133340969682 2.16362471312 16.2262560283 16.2262560283 16.2262560283 16.2262560283 nan 2 0 0 0 0 0 11 11 11.1092558398 91.0427209179 0.0 47.0907516479 47.3507537842 46.8307495117 47.3507537842 0.26000213623 
12 0.133340969682 0.0 0.133340969682 2.44113484283 18.307462805 18.307462805 18.307462805 18.307462805 nan 2 0 0 0 0 0 12 12 74.7306223485 92.1666970183 0.0 42.4967269897 44.3807373047 40.6127166748 44.3807373047 1.88401031494 
13 0.133340969682 0.0 0.133340969682 1.87739950485 14.0796899057 14.0796899057 14.0796899057 14.0796899057 nan 2 0 0 0 0 0 13 13 13.4436833543 100.273274583 0.0 42.6442642212 45.5526580811 39.7358703613 45.5526580811 2.90839385986 
14 0.133340969682 0.0 0.133340969682 2.26661296266 16.9986236644 16.9986236644 16.9986236644 16.9986236644 nan 2 0 0 0 0 0 14 14 65.3884489488 101.055038408 0.0 45.0590057373 45.8349304199 44.2830810547 45.8349304199 0.775924682617 
15 0.133340969682 0.0 0.133340969682 3.09957097 23.2454509473 23.2454509473 23.2454509473 23.2454509473 nan 2 0 0 0 0 0 15 15 68.1343597419 113.079073996 0.0 38.9784889221 43.6939239502 34.263053894 43.6939239502 4.71543502808 
16 0.133340969682 0.0 0.133340969682 4.76002981162 35.6981790592 35.6981790592 35.6981790592 35.6981790592 nan 2 0 0 0 0 0 16 16 81.511090115 114.319940206 0.0 46.6122207642 47.4428863525 45.7815551758 47.4428863525 0.830665588379 
17 0.133340969682 0.0 0.133340969682 4.0284092183 30.2113388549 30.2113388549 30.2113388549 30.2113388549 nan 2 0 0 0 0 0 17 17 88.0915826072 116.37086179 0.0 39.8845901489 40.8410186768 38.9281616211 40.8410186768 0.956428527832 
18 0.133340969682 0.0 0.133340969682 3.62221802393 27.1650793644 27.1650793644 27.1650793644 27.1650793644 nan 2 0 0 0 0 0 18 18 37.5770450004 116.954320937 0.0 47.3633346558 47.5620422363 47.1646270752 47.5620422363 0.198707580566 
19 4.53359296918 0.0 4.53359296918 19.1342094807 5.18344932003 10.201551082 1.88210245724 4.97488933272 2.27979468739 33 2 1 0 0 0 19 19 27.6422178909 111.67678993 0.0 47.9311620539 73.7414550781 35.4507141113 46.9639587402 7.6620239386 
20 9.60054981709 0.0 9.60054981709 14.9830436453 3.71714662946 12.9267805363 0.498597065927 3.4174197374 2.33534625798 70 3 1 0 0 0 20 20 12.1432263181 116.311445908 0.0 49.0691091265 99.1629333496 31.75756073 48.1608734131 8.92537216399 
21 0.133340969682 0.0 0.133340969682 2.92894859237 21.9658564008 21.9658564008 21.9658564008 21.9658564008 nan 2 0 0 0 0 0 21 21 78.3699599404 126.520729063 0.0 52.8270339966 53.1831512451 52.470916748 53.1831512451 0.356117248535 
22 0.133340969682 0.0 0.133340969682 3.66372842995 27.47638958 27.47638958 27.47638958 27.47638958 nan 2 0 0 0 0 0 22 22 40.2285046116 126.943457594 0.0 42.4042396545 47.12550354 37.682975769 47.12550354 4.7212638855 
23 0.133340969682 0.0 0.133340969682 3.1524963126 23.6423682843 23.6423682843 23.6423682843 23.6423682843 nan 2 0 0 0 0 0 23 23 34.2854080717 127.362775478 0.0 31.4099349976 34.1632003784 28.6566696167 34.1632003784 2.75326538086 
24 0.133340969682 0.0 0.133340969682 3.65513918658 27.411973944 27.411973944 27.411973944 27.411973944 nan 2 0 0 0 0 0 24 24 20.7399288748 128.507592155 0.0 37.4233856201 38.0650177002 36.78175354 38.0650177002 0.641632080078 
25 3.33352424204 0.0 3.33352424204 1.81082376593 1.99347855726 10.0865844627 0.102846078132 1.26350062432 2.29885150249 25 1 1 0 0 0 25 25 69.0678243619 131.526438204 0.0 55.3014959717 65.3915710449 31.5258331299 57.3923339844 6.35838560681 
26 0.133340969682 0.0 0.133340969682 3.83265932917 28.743298765 28.743298765 28.743298765 28.743298765 nan 2 0 0 0 0 0 26 26 2.02841843284 130.921876209 0.0 49.5789413452 51.8971099854 47.2607727051 51.8971099854 2.31816864014 
27 8.93384496868 0.0 8.93384496868 16.7737000623 4.05287639435 9.01281040789 0.306838584874 3.88311326589 2.06766814432 66 2 1 0 0 0 27 27 74.3323097886 126.623434173 0.0 58.6934994784 105.054229736 35.6528625488 59.1364440918 10.1200025483 
28 0.133340969682 0.0 0.133340969682 2.49177879655 18.6872707053 18.6872707053 18.6872707053 18.6872707053 nan 2 0 0 0 0 0 28 28 63.4148174792 1.24320034634 0.0 48.3216018677 52.4881439209 44.1550598145 52.4881439209 4.16654205322 
29 3.33352424204 0.0 3.33352424204 93.6836588776 29.0326837905 39.1625775116 13.1690730054 29.3855477766 6.95830504351 24 2 1 0 0 0 29 29 6.49319517921 97.5574604595 0.0 43.8715422948 50.12159729 31.4660568237 44.9441070557 4.58773733908 
30 6.40036654472 0.0 6.40036654472 16.8798649637 4.48948355845 9.46743571016 0.804980915576 4.11128803833 2.06930079074 48 1 1 0 0 0 30 30 80.3267989425 139.315332935 0.0 65.9206218719 89.0466003418 57.7321472168 64.728012085 5.31302930667 
31 0.133340969682 0.0 0.133340969682 5.87313466648 44.0459873698 44.0459873698 44.0459873698 44.0459873698 nan 2 0 0 0 0 0 31 31 90.7338199077 8.37048435394 0.0 35.0833282471 36.4826965332 33.6839599609 36.4826965332 1.39936828613 
32 0.133340969682 0.0 0.133340969682 3.48115439905 26.1071627675 26.1071627675 26.1071627675 26.1071627675 nan 2 0 0 0 0 0 32 32 80.3587414897 3.88421578604 0.0 42.6414108276 45.3107757568 39.9720458984 45.3107757568 2.6693649292 
33 0.133340969682 0.0 0.133340969682 4.58933660481 34.4180533243 34.4180533243 34.4180533243 34.4180533243 nan 2 0 0 0 0 0 33 33 23.8535081015 5.58118627062 0.0 36.6884117126 37.8191986084 35.5576248169 37.8191986084 1.13078689575 
